,text,hashtags
155,"by 10th of Jan the JNU ""movement"" will be over. New CM would be in place, or the same CM could be re-elected without any ""support"" from outside I presume?",[]
156,"""Chitranganda""  seriously ???
So called pseudo JNU Scholars  https://twitter.com/IshitaYadav/status/1212208431790059521 …",[]
157,#SanghiTerrorists #Sanghis RSS is the largest #NGO in the #world. It is vilified as an #evil #organization but then it invites people with opposing views to #learn. But the #freespeech centre #JNU frowns upon any #rightist views. http://bit.ly/2BVCW1E pic.twitter.com/IvVjD1zTQh,"['SanghiTerrorists', 'Sanghis', 'NGO', 'world', 'evil', 'organization', 'learn', 'freespeech', 'JNU', 'rightist']"
158,JNU to continue with registration boycott https://indianexpress.com/article/cities/delhi/jnu-to-continue-with-registration-boycott/ … via @IndianExpress,[]
159,Close these places they are going the JNU way ,[]
160,Close these places they are going the JNU way ,[]
161," Right, Media is a joke now, Good old days of 8:30 PM doordarshan news.

Thank you for the insight, I’ll be more respectful in future as i know the truth now. just offended a History PhD uncle from JNU ",[]
162,Why Multiple Sexual Partner Relationships Increasing in Society? - JNU Girl Asks Sadhguru https://www.youtube.com/watch?v=v4NTsCE9RQk&feature=share …,[]
163,"Kashmir 
Assam
JNU
Jamia
Aligarh
Women
Children
Atrocities 
Blood
Violence.

Bhakt : Bus? WHAT ABOUT THE BUS?",[]
164,Yes we never give ajaadi to dangai because we want free india from some antinationals like jamia amu and jnu.,[]
165,U r a used condom what U cleaned in JNU...remember that naaa,[]
166,Superb!This future India....not the freeloaders of JNU or AMU https://twitter.com/RD_BANA/status/1212475175028977664 …,[]
167,Happy new year Sir ,[]
168,"It’s so disheartening to see a good education institute getting defamed by handful of people again and again.

because of this ,opinion about JNU is so bad in other colleges\institutes.

But this is never ending.",[]
169,"Happy new year Honourable @narendramodi Jii.. 
",[]
170,"@AankhiGM @RahulGandhi @Vrattangoyal with due respect after watching Finance minister on TV JNU band kr dena chahiye for better development of this country @Shehla_Rashid Hum ab bhi sharminda hai JNU tune in namuno k saath kya kya kinda hai, sabhi students woh bhi itne duffer",[]
171,"Not often bt yes this happened. It is worse fr the hostelrs who hav to bear with thm 24x7, especially during student union elction days. Bt you all dont hav to shut down jnu fr that! I studied Sciences and they have good profs and curriculum and students genuinely there to study",[]
172,Happy new year 2020,[]
173,Maybe JNU ! ,[]
174,"Under the leadership of JNUSU, after khand wise GBMs, the students of JNU have taken a strong decision to completely boycott winter 2020 semester registration until the fee hike issues and illegal taken actions against innocent students has solved properly.
StudentsUnityLongLive",[]
175,"Lol..:) I don't think he knows much on Ambedkar stuff than his degrees

Nw Kahaniya Shehla rashid Umar khalid,JNU r new leaders  with Jihadi-Dalit-left-liberal identity in India.Forget Ambedkar.He is just a tool for dalit politics.Sad state of Indian politics

Nw BJP Vs Anti BJP",[]
176,"Even in JNU, Science dept overwhelmingly support ABVP. Commies & Congies have expoited Indians for decades. Now we are done with these crooks. Commie cadre has been decimated, reduced to 5 in Loksabha (DMK support), even CPM general secretary couldn't be re-elected to RajyaSabha.",[]
177,There is a FEAR in the air. #CAAProtests #UPPoliceKillingPeople #Fascism #savedemocracy #JNU #Jamia #pu #delhi #Kashmir #IndiaAgainstCAApic.twitter.com/6uR53aE5wu,"['CAAProtests', 'UPPoliceKillingPeople', 'Fascism', 'savedemocracy', 'JNU', 'Jamia', 'pu', 'delhi', 'Kashmir', 'IndiaAgainstCAApic']"
178,"So called intellectuals to support always anti nationals and so called collage students who are in JNU for decades shouting slogans to divide India and for freedom of Kashmir. 
Shame who support them.",[]
179,Melania was from JNU ,[]
180,"To hell wth ""Unity In Diversity"";this slogan's coined by antiHindurva,1st PM,(appointed by Crown & Not Elected by People)Nehru to enable Muslims retain their foothold in Hindu Hindustan,instead of emigrating to Muslim Pakistan.CLOSE AMU,JNU,JMIU& All Breedingsrounds of Seditions",[]
181,"The truth abt JNU & why the diligent Taxpayers should speak in one voice to close this useless institution of parasites who enjoy their life on benefits 4 drugs money liquor, sex n more-a shameless section of society that is anti national to the core-idiotic stupid foolish N bore pic.twitter.com/XRsuEnixRB",[]
182,"Add Jadavpur University to the list of “Graduates from Jadavpur” need not apply ,along with JNU , AMU , Jamia . Deny them jobs , deny them passports,deny them any opportunities. https://twitter.com/anirbanganguly/status/1210606741022371854 …",[]
183,"The truth abt JNU & why the diligent Taxpayers should speak in one voice to close this useless institution of parasites who enjoy their life on benefits 4 drugs money liquor, sex n more-a shameless section of society that is anti national to the core-idiotic stupid foolish N bore pic.twitter.com/Mqu7LrBUd6",[]
184,"The truth abt JNU & why the diligent Taxpayers should speak in one voice to close this useless institution of parasites who enjoy their life on benefits 4 drugs money liquor, sex n more-a shameless section of society that is anti national to the core-idiotic stupid foolish N bore pic.twitter.com/gVXSjdWfdD",[]
185,he hardly looks 25 year old.  impressive young man  with alphaness oozing allover. haryanvi hai kya? 1 guy like this is enuf to fix a 1000 JNU duffers. https://twitter.com/IntrepidSaffron/status/1210118020862894080 …,[]
186,Another shining JNU grad,[]
187,"Let us all wish the Arun Jaitely on occasion of Birth Anniversary  who was successful as Student leader at JNU,as advocate at the age of 37 ,Solicitor General Of India, as finance minister.@RSSorg
@narendramodi @AmitShah @rammadhavbjp @PMuralidharRao @kishanreddybjp @RaoMlcpic.twitter.com/IC3ggNuhgd",[]
188,The difference between Anna/Nirbhaya protests in UPA and the CAA/Jnu feesHike in NDA is that the former had public sympathy for the cause.,[]
189,Also add Shashi Bhushan to the list of the young stalwarts of JNU. There are many but these are some that can turn the tables around,[]
190,Most of our universities have long lost the faculty tht produce thinking minds. Modi is killing JNU & other universities but we have killed ours. There are some young teachers here and there but environment is generally poor.,[]
191,"U are very much Indian @RiaRevealed  if you have Citizenship by any means.

Just remember that people wanting to break India in JNU are also very much our own. That's the beauty of a democracy. You can shit and eat in the same plate.",[]
192,.@MD_Nalapat an esteemed academician wanta MHA to do this with #NPRForIndia?? really? if you think lile this should we be surprised with JNU teacher quality! WHEN is there any 'right time' in India - especially when this Govt has so much to do & so much filth to clean ? .@NewsXpic.twitter.com/Aw4SeWKCva,['NPRForIndia']
193,"Most vella student of the nation - @kanhaiyakumar ! He stills studying in JNU university! 

He is talking about ideology? Are you serious? https://twitter.com/kanhaiyakumar/status/1210471993725931520 …",[]
194,What is Manuvadi? Where it is practiced to get the freedom from? Is it practiced in JNU? Any cases reported from JNU which is against constitution?,[]
195,I will not advise her anything as I think she won't understand. I will ask her the full form of JNU ,[]
196,"JNU UNIVERSITY SHOULD GET BANNED  STUDENTS ARE NOT THERE THEY ARE POLITICAL People . And those who are a real student because of this many incident they are not able to student. 
I tell that student please change ur university and banned this university",[]
197,In all this drama has anyone seen gandhi parivar anywhere. Any dharna morcha etc. NO right. Coz thy know that v hv ignited the fire and all these Bollywood JNU and ghulams will take it forward. Lets jus chill and watch the drama. #TukdeTukdeGang #Deepika,"['TukdeTukdeGang', 'Deepika']"
198,"Deepika Padukone seen today at JNU supporting these leftists goons, why didn't she came in support when these leftists destroying the campus why didn't she came when these leftists beat ABVP student's why now? this explains everything #DeepikaPadukone #LeftKillingJNU #Chappak","['DeepikaPadukone', 'LeftKillingJNU', 'Chappak']"
199,Are you also in line to share dias at JNU ?,[]
200,How much did you get paid deepika for this JNU stunt? #BoycottChhapaak,['BoycottChhapaak']
201,Discover Inside: Alia Bhatt on JNU violence:‘It’s time to quit pretending that all is fine’ – Hindustan Instances https://www.proangrez.com/alia-bhatt-on-jnu-violenceits-time-to-quit-pretending-that-all-is-fine-hindustan-instances/ …,[]
202,"@Nidhi Normally, avoid watching an anti national tv channel like NDTV ! Accidentally, saw u arguing in favour of Tukde Tukde Gang with some other lady ! Shocked by you totally one sided, partisan batting for the attackers in JNU !

U claim yourself as a Journalist ? Shame on u !",[]
203,I don't think Deepika Padoukone ever did..she avoided all meetings with him...and last night stood with JNU..big message. But I hope the others do..it does help for everything adds up..,[]
204,"Please explain how this is a risk?? Seriously how? She visited when it was clear that the whole country is siding with the JNU students. If anything, this is phenomenal PR with spot on timing. Stop glorifying this piece from @deepikapadukone",[]
205,I am sure @deepikapadukone  was forced to go to JNU by D! And hope it's not her will  #ISupportDeepika,['ISupportDeepika']
206,"What Deepika wants to proof. Is she against Nation. Because now JNU campus divided in two groups....Pro Nation & Anti Nation 
#bycottdeepika",['bycottdeepika']
207,"There are many women who are not on Dawood's pay roll who do not support JNU, the den of free loaders and Urban Naxals. They are the hardworking people who work for a living and are not on the take of ISI, Vatican or Dawood.",[]
208,"Deepika Padukone Visits JNU, Stands With Students Attacked On Sunday - NDTV https://www.ndtv.com/india-news/deepika-padukone-visits-jnu-stands-with-students-attacked-on-sunday-2160313?amp=1 …",[]
209,Then it's even more understandable why she is doing it. As a producer she has to handle the media publicity too. And bitches like Darkha Butt will publish this JNU stunt with full steam. And don't even ask about radicals like Rana Ayyub. She will put a dildo in her ass.,[]
210,I doubt that there is a sleeper cell of RSS running the congress and thats why there is not outrage on CAA or JNU either,[]
211,What is JNU movement all about free kashmir or india go back !!! Lol,[]
212,"Why u type excuse me..
As always just type ur bad words without any matter what language u use or not..
Nd yes I agree jnu is tukde tukde gang ..
No doubt some of students who belong to jnu they just live in India but they are from Pakistan by mentally",[]
213,"Leftists blood is deep in JNU, they create nerrative & librandus spread it https://twitter.com/SushmaAnand89/status/1214463100214108161 …",[]
214,It's not ur fault...it's JNU effect. @ReallySwarahttps://twitter.com/ReallySwara/status/1210092063347228672 …,[]
215,"What bald faced lie. He has not called any college student tukde gang. But a small section of middle aged ""students"" in JNU, Jadavpur etc are definitely part of Tukde gang. The so called ntellectuals are most definitley Urban Naxal though.",[]
216,Nobody gets on JNU ballot and joins Shah Faesals party without supporting the Indian state,[]
217,"One more memories of #BangaloreAgainstCAB #BangaloreProtests 
Women India Movement protest against #CAA_NRC and Solidarity #Jamia #JNU & #Mangalorepic.twitter.com/F4RgTgMS3W","['BangaloreAgainstCAB', 'BangaloreProtests', 'CAA_NRC', 'Jamia', 'JNU', 'Mangalorepic']"
218,"Its time to introspect why on 150th anniversary of Gandhiji, you want lawful non-violent peaceful protest to get disturbed

Your masters are already trying to taint JNU,Jamia,AMU etc wilfully

Please spare JU & other Bengal universities",[]
219,"First time in India, Army Chief Vipin Rawat used his right to expression. If Bollywood, Students of JNU, CEOs & MDs of Companies, Journalists, Media, Politicians, etc. can use this right, then Army Chief Why Not??? #diplomaticguru #VipinRawat #ArmyChief #NarendraModi #AmitShah","['diplomaticguru', 'VipinRawat', 'ArmyChief', 'NarendraModi', 'AmitShah']"
220,"@AmitShah Tukde Tukde Gang has flourished in India  mainly due to no action on part of government even after JNU incident where till today nobody has been punished !

Start the process from JNU, the birth centre of the movement ! https://twitter.com/aajtak/status/1210191736623923200 …",[]
221,"Oh come on!

He has earned it for teaching Pak and Gandhi family a lesson before the elections. 

Only people complaining are anti national JNU students who dont want to pay higher fee and help support our fashion... https://www.facebook.com/vineeth.naik/posts/10157935564202495 …",[]
222,"A child abuser and JNU pimp is giving gyan on NRC, need new batteries for vibrator",[]
223,"ashoka university is just jnu plus ""finance consult"" pipeline",[]
224,"Are v cud expect same draconian charges & violence as seen in AMU Jamia JNU, probably not but can't say anything under new devil Yogi
Difficult to weigh who's bigger devil Modi or Yogi but de r
Deeply Pained, Aghast 51 BHU Teachers On Citizenship Law

https://www.ndtv.com/india-news/deeply-pained-aghast-51-bhu-teachers-on-citizenship-law-2154921 …",[]
225,"Would never employ anyone from JNU, Jadhavpur.",[]
226,Youth! You mean those 50 yr olds who've been doing time and supposedly phds at jnu? Indeed those are the ones holding India back.,[]
227,"That means Swara is quite insightful and shrewd who is not afraid to speak the truth and give her honest opinion even though she is from bollywood, an industry filled with dissolute cowards. DNA of JNU persists no matter which profession you take up.",[]
228,"Three jokes in one liner, this guy is better comedian then Kapil Sharma
JNU
Scholor 
Umar Khalid",[]
229,"Trust me, the Congress Party & JNU are freaking out for all the right reasons. pic.twitter.com/8w427GGOr1",[]
230,"Stay safe. 

Understand raising a voice in Pakistan is not easy. 

But some privileged JNU brand Indians feel darr ka mahaul hai in India.",[]
231,"After the first official WhatsApp University (JNU) we are creating another world-class institution that (for the first time) will offer a course on ""Bhoot Vidya"". 

This surely deserves the Institute of Eminence tag. 

#BHU

Naveen Gaur https://www.facebook.com/731426084/posts/10157965575236085/ …",['BHU']
232,"South Sudan.
May be JNU with embedded dungis.",[]
233,That's the convincing Power of a JNU student. Nahi to bhakto ko koi chawanni na de,[]
234,3600 per semester in Delhi . No wonder these communists have babies inside the JNU.,[]
235,"What is provoking?

It's truth

Kanhaiya hijacked JNU protest rising for Rohit Vemulla

Ask around",[]
236,"@amitmalviya Is it a joke that CMs like Mamta, P Vijayan and Amrinder r violating  their oath and challenging constirution daily on CAA? Indira Gandhi would have sacked them. BJP didn't act against jnu traitors so amu and jamia jehadi traitors  feel emboldened https://twitter.com/amitmalviya/status/1211665740341735424 …",[]
237,"#PriyankaBacksRioters On expected lines ! Sonia weeps for Batla House terrorists ! Rahul backs JNU Bharat ke Tukde Tukde Gang !

Now, Priyanka Vadra supports rioters !

Crux of the matter ! Fake Gandhis are with anti national, anti Indian, Jihadi elements !",['PriyankaBacksRioters']
238,Because she is from JNU,[]
239,Who said you that all JNU students are #urbannaxals ?,['urbannaxals']
240,How long will you be a student? I think you will retire as a student from JNU. Your parents must be waiting for the judgement day when you will earning for them.,[]
241,#IndiaSupportsCAA Modi govt is a silent against anti- India narrative like JNU. If Indiraji was the PM she would have removed all  CMs  like Mamta who have vowed not to implement CAA. Its a very serious treason. It violates the oath as CM to work as per India's constitution.,['IndiaSupportsCAA']
242,"So students of JNU, Jamia, Jadavpur, IITs are illiterate and only Modi and Shah are literate. Kya samajhdari he ",[]
243,Jnu social studies dept products.,[]
244,Shehla Rashid is such a neechi opportunist woman. Ever wondered how a JNU humanities grad lives in the richest part of the city? Won’t be surprised if she says she’s going into politics to save “oppressed muslims” in a few years.,[]
245,"Hindus won't vote for u,go & support the jihadi rioters
JNU jihadi comrade sandeep pagla mat,we know u r boss mrs.won't spell the mantras",[]
246,https://www.facebook.com/1154511954/posts/10221099024522636/?d=n … Truth of slogans “Pakistan Zindabad” in JNU campus pic.twitter.com/P7q8j7KZK3,[]
247,"Students in IIT'S AND IIM'S get campus placement but students in AMU, JAMIA and JNU  get azaadi. https://twitter.com/Ssaniya25/status/1211712906305257472 …",[]
248," 
Sir accept sometimes joke also.. 
",[]
249,JNU one of the products @BJP4India @PMOIndia @ZeeNews @TimesNowpic.twitter.com/LWmVmOLIvW,[]
250,"Because everyone decided not to go to JNU, where quarter of an year is 4 months.",[]
251,"By far the most level headed argument on this issue. I am going to stop reading what JNU leader has to say because it's distancing me from the movement. I am a Hindu but I will never say Jay Shree Ram for a political rally, I reserve the same treatment for other religious slogans",[]
252,What education comes out of JNU pic.twitter.com/FBtt2ZDRl3,[]
253,"Why this so called ""JNU scholor"" is scared?  If NRC is applied country wide, it applies to all citizens & thecaim is to identify & weedout illegal immegrants. He has no reason to be scared off unless he himself is an illegal immigrant!",[]
254,Are you also a JNU scholar then!?,[]
255,"Someone said this young fellow is studying in #JNU
@kanhaiyakumar must be proud of him ..https://twitter.com/TarekFatah/status/1209322726411751426 …",['JNU']
256,IIT is not JNU....at least not yet.... JNU is a snake pit of anti national anarchists & useful idiots of Congress-commie combine who are freeloading on the State for generations,[]
257,"Seal all universities 
JNU, Jamia Millia Islamia, AMU, MANUU too
-They spew venom under closed door against other religions
-They lie by saying they speak for Dalits and weaker class but these minority institutions do not even provide mandatory reservation to SCs, STs and OBCs pic.twitter.com/MJcxstlGUZ",[]
258,JNU is full of dopes. Where can you find a scholar in that den of vices?,[]
259,"Sir, to fund JNU, he isn't finished his course n made home paying JNU 10/- expensive hostel rent even he can't afford. @UmarKhalidJNU is a Scholar, as he given opportunity to tax payers to pay his Scholarship. @ShekharGupta",[]
260,The only JNU student out of college i have seen before her forties is @MPLadakh 's wife,[]
261,I don't want my taxes spend on freebies to some idiot in JNU to chant anti india slogans. This is what happening in India. It's worse in W.B. there these infiltrators kill ppl. They r a security threat.,[]
262,"Congress and leftist student wing doing all this....And when it's JNU or Jamia batla house encounter gang.... than nothing to say more.... anti indian r@scals...
Just shot on sight.. unecesaary weight on earth.",[]
263,Mr.Coupta and JNU scholar Jehadi Umar Khalid....what a shame ...this m0r0n Coupta calling  Jehadi  a scholar .,[]
264,"Abhijit Banerjee from JNU has earned a Nobel. 

Ask any RW looney to buy a Chetan Novel.",[]
265,Many of their own favorite govt's officers are from JNU,[]
266,"If the Left seriously starts a campaign against eating I dare say the JNU types will chant 'pet maange aazadi, khane se aazaadi'. Not joking!",[]
267,"Sunder Pichai & Kanhaiya are two different class.
That is the difference between IIT & JNU",[]
268,JNU entrance exam is a big sham. Most admissions r on recommendations of leftist politicians. Any open enquiry into JNU admissions at graduation / PG / Research level will bring out this fact .Those who do not get admission anywhere else get into JNU.,[]
269,Someone tell this @rishibagree that GMAT or IIM score is not needed for admission in JNU ,[]
270,"Have  we got new Newton (Shehzad) in JNU?

He must be figuring out how STARS work as pillars to hold Heaven up. !!!",[]
271,Now days students of JNU & JAMIA learning bharat tere tukde hoge and how to throw petrol bomb or stone on police and they blames modi 4 not getting jobs.,[]
272,"If @UmarKhalidJNU is JNU scholar then I am sachin Tendulkar ! Where is the brain of these ringmasters nowadays? 

@ShekharGupta please https://twitter.com/ShekharGupta/status/1209048627999457280 …",[]
273,"There were so many women in the farmer's movement too. just marching. And at the JNU protests. Nirbhaya was led by women, and there were women at the helm of Aarey. 
Always been around. But much more visible this time. 
Indian women are inspirational",[]
274,You go to jnu ..finish your studies first,[]
275,"Will corporates give jobs to these Jamia, JNU, AMU radicals in their companies in India.",[]
276,"You shameless maggot. Pseudo seculars from your ""Bollywood""alias ""Underworld"" make sure to provoke the students and muslims when JNU or Jamia Millia islamia students fight  irrelevant aspects. Your impetuous remarks show your immaturity even at the age of 71. https://twitter.com/MaheshNBhatt/status/1208600080975986688 …",[]
277,Did these library students sign up to spread violence - wish jamia and JNU laggards visit a professional college and realise why they have been left behind - it’s not religion / region / language / dress/ Delhi police  which have got them where they are,[]
278,He did not have the leftist media or pinko leftists from JNU in Turkey to cover his deeds.,[]
279,"https://youtu.be/QfAnDPa8164 

Latest 'Azadi song' by Kanhaiya Kumar at JNU against NRC - CAA - NPR. I hope someday it will spread Nationwide.

@thecuriouself @DearthOfSid @aju000 @SudeepSudhakrn @LeftTurn0",[]
280,"You are a student, please join JNU. You will stay student all your life on welfare.",[]
281,"Perhaps she got her ""Seculolarship"" from JNU or similar ""INCtitutes"" !! ",[]
282,Lol this puncturewali so much pissed as usual.. i come to know she permanent banned..kicked out frm JNU..agar aju baju dikhi bhi toh sidha thok dege..encounter,[]
283,Have they been ignoring JNU ,[]
284,"""Bakwas karte rehte ho"",How respectful no? You did ashamed me in your previous tweets asking my college name just because you think I don't know about admission eligibility for JNU. You understand your own tweet or read this thread even to know context of my tweet?",[]
285,Hear the voice of #JNU go global @kanhaiyakumar @Shehla_Rashid @UmarKhalidJNU @jigneshmevani80 @ashoswai @anuragkashyap72 @FarOutAkhtar @Zoheb_Shhttps://twitter.com/baxiabhishek/status/1208763901162078210 …,['JNU']
286,"We,the students of JNU evolutionary  mythology dept reject the theory of evolution.",[]
287,U don't like it because u r supporter of Tukde Tukde gang of JNU.,[]
288,"Flight attendant Emily on AS64 from ANC to JNU today makes the best bloody Mary’s, and with an awesome cheerful personality to boot. Thanks @AlaskaAir for hiring the best of the best.  #iflyalaskapic.twitter.com/tgCOqeqVEb",['iflyalaskapic']
289,Want to join #Jnu? I am sure you will feel at home.,['Jnu']
290,"For Islamist Bibi, day starts and ends with Muslim. 

You live in a secular country, be secular and use Takiya to advise Indian Muslims suitably how to be part of the mainstream. Did you complete your Phd from JNU, if yes, put the taxpayers hard earned money to good use. https://twitter.com/Shehla_Rashid/status/1208804415462731776 …",[]
291,JNU: The emotional cost of protesting is the cutest article I have read it recent times. Good attempt ,[]
292,"IIT, IIM, JNU, BHU, AMU, JU, TISS, IIS, well  all the people from these reputed universities are puncture walas as per gobar Surya",[]
293,"Does anyone remember the JNU fact how
@kanhaiyakumar @UmarKhalidJNU @Shehla_Rashid were put on a public troll for raising the Azaadi slogan.

Today the same slogan is raised by young Indian on the streets throughout India!

Media Bhkts and all of BJP should learn,Lies won't hold!",[]
294,JNU Naxals accounts are not blocked,[]
295,"The silent majority are in favour of the bill , but have not stepped out for a show of strength , just due to self restraint and BJP has not mobilised them in the interest of peace.Youth dissatisfaction due to JNU  and other minority institution coupled with adverse verdicts https://twitter.com/ShashiTharoor/status/1208045442199519232 …",[]
296,"Exhibit A:
This is a rally lead by BJP.
Openly asking for violence against all muslims.
Against alll students of Jamia and JNU. Calling all of them 'Gaddar'.
This is so convincing and reassuring that everything is alright. Muslims can just sleep in peace now. Right?

#SabChangaSi",['SabChangaSi']
297,The BOGO only applies to SEA from JNU as far as I can tell...,[]
298,"Modi govt. faced similar issue with JNU row in 14, this is much  bigger version of it. Time to give right dose to this goons so called protesters  cancer cell.",[]
299,Please Educate those worst idiots in #JamiaMilia and #JNU https://twitter.com/TajinderBagga/status/1208029934133710849 …,"['JamiaMilia', 'JNU']"
300,It's shameful that someone of the calibre of @DrSJaishankar is not opposing the CAA when he knows this is dividing the country. Shame on your JNU education.,[]
301,"Cong had a clean run 4m 2004 to 2014, true protests happened but it nvr involved impressionable teens as pawns.Du,jdvpur,jamiamilia,jnu nyone cn sense a pattern.students
r being brainwashed for political gain, all I cud say is it's sinful",[]
302,"Dhruv rathi... Vinod kapri...anubhav sinha check them through te plz
And some professors of amu jnu trying to create fear in muslims...",[]
303,"You can fly JNU -> SFO for <$200 or even JNU -> OGG (Maui) for <$500 round trip right now.

It's also BOGO. So I guess I'm going on vacation next month?",[]
304,This is done by leftist people...go to JNU JU or any other left dominated campus you will hear all these things ....not done by Muslims for sure...this is done by leftists 100% leftist students hate modi so they always utter all these things day in day out https://twitter.com/AskAnshul/status/1208100103489146880 …,[]
305,This is done by leftist people...go to JNU JU or anyother campus you will hear all these things ....muslims won't do this...this is done by leftists for sure...100% surety.... leftist students hate modi so they always utter all these things day in day out,[]
306,@priyankagandhi found insulting om. This is JNU students at India gate. pic.twitter.com/zAbWoiyZLl,[]
307,I hope the World is watching. I hope the pseudo intellectuals from Oxford to Harvard and JNU to Timbaktoo are reading. This is Civilized vs http://Terrorism.PM  Modi is  the ONLY World leader to give a Rat's Ass to Jihadis. His voters are the same. Jay Hind. Victory to Truth!,[]
308,"They never hid their agenda, rather they wore it proudly throughout...sad ppl cudnt see something so obvious, while BJP went out buying MLAs in every state, putting Adityanath as UP CM. Step by step they dehumanised JNU students, Muslims, liberals..but ppl still voted him.",[]
309,#SanghiTerrorists #Sanghis RSS is the largest #NGO in the #world. It is vilified as an #evil #organization but then it invites people with opposing views to #learn. But the #freespeech centre #JNU frowns upon any #rightist views. http://bit.ly/2BVCW1E pic.twitter.com/IvVjD1zTQh,"['SanghiTerrorists', 'Sanghis', 'NGO', 'world', 'evil', 'organization', 'learn', 'freespeech', 'JNU', 'rightist']"
310,"#JamiaAmufightback
Look at this guy spreading hatred and chanting slogans of killing students from JNU, AMU and Jamia.
@ravishndtv @HuffPost @washingtonpost @nytimes @AJEnglish @thecaravanindia @UN @AIIndia @hrw @UNHumanRights
https://twitter.com/KapilMishra_IND/status/1208031843074760704?s=19 …",['JamiaAmufightback']
311,"These Are The Educated Students From JNU, AMU & Jamia",[]
312,"#JNUViolence
Our universities must be secure from outsiders.
Masked goons strike terror in JNU: https://www.thehindu.com/news/cities/Delhi/live-updates-jnu-students-attacked-inside-campus-by-abvp-activists/article30486246.ece …",['JNUViolence']
313,"I have fail to understand why RSS or BJP are running after JNU
They are trying to destroy the institutions of Learning by RSS ideology 
Instead of trying manage economy, they are forcibly trying to eliminate freedom of speech and expression.",[]
314,We want police to arrest all jihadis of JNU only people who are attackers everywhere in the world.,[]
315,It’s the best thing that happened at JNU,[]
316,"https://twitter.com/kawalpreetdu/status/1213879931698130944 … 

See what the ABVP (RSS youth paramilitary) did to students at JNU.",[]
317,These re not ABVP students these All are leftist who want to stop registration in JNU for new students,[]
318,"30 injured as masked thugs go on rampage inside JNU https://timesofindia.indiatimes.com/india/30-injured-as-masked-thugs-go-on-rampage-inside-jnu/articleshow/73114321.cms?utm_campaign=andapp&utm_medium=referral&utm_source=native_share_tray …
Write truth @timesofindia :
It wasn’t the ABVP who attacked it was Commies... kudos to the commies for classic Russian maskirovka tactics - do what you do & blame others.",[]
319,The politics of you and your ilk have ruined JNU irreparably. What spirit are u talking about? Its already dead and you killed it.,[]
320,"Police Did Nothing: JNU Students, Staff Allege Free Hand to Goons https://www.thequint.com/news/politics/delhi-police-did-nothing-jnu-students-staff-allege-free-hand-to-goons …",[]
321,@UN Students attacked in JNU by Terrorist of ABVP.India in wrong hands. https://twitter.com/drshamamohd/status/1213924821081264128 …,[]
322,I doubt that Kangress has taken it to next level by sending goons to JNU and hurt those already spoilt students. This would give them opportunity to push the blame on BJP and take the vote share of the Illogical and brain dead seculars along with readily available muzzis votes.,[]
323,The JNU I read about  has always been an hotbed of hypocrites pretending to be liberal in outlook and unable to tolerate any criticism.,[]
324,Bengaluru is with you JNU. Stay strong. https://twitter.com/fayedsouza/status/1213901894915121152 …,[]
325,"Joking this person. Last when police went into jnu chasing goons, police was blamed. Now why should they go inside without written permission??? https://twitter.com/Nidhi/status/1213823770928046080 …",[]
326,@rohini_sgh look at this shameless woman. She saw the video and telling that horrific attack. Are bahan it is not public domain...It is JNU can't u understand?,[]
327,Ya right! We all know JNU students always tell the truth.,[]
328," neither JNU is India, nor modi is India and neither Indira is India. India is India and we know how to take care of morons like you irrespective of religion ",[]
329,"Modiji buckled up the procedures ensuring security to the nation

Let the people's tax money shall not be spent on the goons, uncles and aunts who depends on JNU for their lively hood 

#Stoppotrayting
#Dontplayvictimcard","['Stoppotrayting', 'Dontplayvictimcard']"
330,World famous JNU is only known for getting world famous anti-nationals. when whole JNU cried for afzal guru there ws no protest outside. When they said hum bharat tukde karenge no protests either. Now suddenly all over from India came to light March wah #ShutDownJNU #JNUViolence,"['ShutDownJNU', 'JNUViolence']"
331,"as per Wikipedia, she has degree in sociology from JNU  she works in film ( crap movies), she must be paid in cheque and that cheque can be encashed in the bank, so she must have bank accounts too. Her father is a naval officer.
@ReallySwara - do you take the payment in cash.https://twitter.com/ExSecular/status/1213460922552872961 …",[]
332,I am still shocked tht a jnu grad doesnt have a birth certificate or high school certificate. Kabhi to sach bol dia karo,[]
333,"Still opposing CAA. I would suggest you sir that you please offer the a GOVT job and 500K to the peoples who were involved in the riots. Because Election is coming the responsible peoples were from community like Jamia, JNU and Seelampur.",[]
334,"it is "" uniform "" EDUCATION, pan india and banning of ""mullah"" run schools' removing or revamping reservation system, and closing of all three spoiled institutions JNU  JAMIA ALIGADH etc shall later bring harmony.",[]
335,"Yes....he will remain in India..

The one who has passport, A category certified movie under her name, degree from JNU only has fear.",[]
336,"While you are at it, how about inviting some 'ordinary' folks from Shaheen Bagh, JNU, AMU or Jamia...am sure it will be a good discussion",[]
337,"Why there is no protest, dharna, pradarshan, tod-fod, violence etc. on Infant deaths in Kota??
Where are JNU, Jamia, AMU n F@khtar??
Why Congress leaders are not visiting affected families??
#PriyankaGandhi
#PriyankaGandhi #Congress #NarendraModi #AmitShah #SwaraBhaskar","['PriyankaGandhi', 'PriyankaGandhi', 'Congress', 'NarendraModi', 'AmitShah', 'SwaraBhaskar']"
338,"We don't know the election outcome.. but one thing is sure when the likes of you & Akhtar trio (Javed,sabana and Farhan) will compaign, the result would be quite certain. Remember the idiot of JNU kanhaiya kunar election compaign in 2019.poor chap got carried away. @ashokepandit",[]
